League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Den Bosch,AZ II,3.1,2.2,3.25,2.55,3.3,2.7,1.38,2.9,1.04,13.0,1.28,3.6,1.8,2.0,1.65,2.1,1.5,1.28,1.55,1.0,1.0,1.28,1.24,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Helmond Sport,De Graafschap,3.1,2.15,2.95,2.69,3.53,2.57,1.33,3.1,1.04,10.0,1.2,4.33,1.62,2.15,1.5,2.38,1.5,1.25,1.48,1.69,1.69,1.53,1.54,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Oss,Ajax II,3.4,2.38,2.75,2.9,3.6,2.2,1.29,3.5,1.03,11.0,1.2,4.33,1.62,2.25,1.53,2.38,1.6,1.25,1.4,1.0,0.62,1.19,1.48,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Telstar,NAC Breda,3.75,2.25,2.63,3.52,3.7,2.04,1.36,3.0,0.0,0.0,0.0,0.0,1.75,2.0,1.67,2.1,0.0,0.0,0.0,1.17,1.42,1.64,1.44,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Roda JC,Emmen,2.45,2.25,3.8,1.88,3.84,3.95,1.3,3.2,1.04,10.0,1.2,4.33,1.62,2.15,1.55,2.25,1.28,1.22,1.8,2.46,1.23,2.06,1.46,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands Eerste Divisie,2024-02-16,16:00:00,26,Willem II,ADO Den Haag,2.4,2.2,4.0,1.91,3.81,3.86,1.35,2.95,1.04,10.0,1.25,3.8,1.83,2.01,1.7,2.0,1.25,1.22,1.91,2.42,1.92,1.74,1.57,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2024-02-16,16:15:00,22,Vaduz,Sion,4.0,2.3,2.38,3.75,3.6,1.83,1.3,3.4,1.04,10.0,1.2,4.33,1.57,2.2,1.62,2.2,1.85,1.2,1.22,1.3,2.2,1.57,1.6,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Challenge League,2024-02-16,16:15:00,22,Thun,Aarau,2.25,2.4,4.0,1.73,3.8,4.0,1.29,3.5,1.03,11.0,1.18,4.5,1.6,2.14,1.57,2.25,1.18,1.18,2.0,2.4,1.1,1.47,1.47,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany Bundesliga,2024-02-16,16:30:00,22,Köln,Werder Bremen,3.1,2.2,3.4,2.4,3.4,2.87,1.4,2.75,1.05,9.0,1.28,3.65,1.75,1.91,1.7,2.05,1.42,1.3,1.53,0.9,0.9,1.58,1.11,2.69,1.77,7.5,2.4,1.3,2.95,1.56,2.2,1.96,1.73,2.5,1.43,3.3,1.24
Poland Ekstraklasa,2024-02-16,16:30:00,21,Śląsk Wrocław,Stal Mielec,2.35,2.05,5.0,1.75,3.3,4.25,1.45,2.6,1.07,9.4,1.38,3.08,1.95,1.73,2.0,1.72,1.2,1.3,2.0,1.8,0.8,1.67,1.1,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2024-02-16,16:30:00,16,Ried,Floridsdorfer AC,2.25,2.2,4.75,1.7,3.8,4.75,1.36,3.0,1.05,9.0,1.25,3.75,1.85,1.95,1.83,1.83,1.18,1.2,2.0,2.43,1.71,1.72,1.62,3.34,1.62,7.4,2.88,0.0,0.0,1.39,2.75,1.68,2.15,2.09,1.72,2.55,1.44
Spain Segunda División,2024-02-16,16:30:00,27,Real Zaragoza,FC Cartagena,2.63,1.95,5.5,1.8,3.2,4.8,1.57,2.25,1.1,6.5,1.52,2.45,2.3,1.5,2.25,1.57,1.2,1.28,1.83,1.62,1.15,1.4,1.07,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-02-16,16:30:00,25,Ascoli,Cremonese,4.2,2.0,2.7,3.75,3.2,2.0,1.49,2.45,1.08,7.0,1.38,2.9,2.05,1.61,1.95,1.8,1.75,1.28,1.25,1.09,2.09,1.45,1.66,3.11,2.28,8.0,1.85,1.27,3.55,1.5,2.48,1.85,1.95,2.45,1.5,3.4,1.29
Belgium Pro League,2024-02-16,16:45:00,26,KVC Westerlo,Standard Liège,2.85,2.15,3.25,2.35,3.2,2.62,1.35,3.0,1.04,10.5,1.24,3.7,1.7,1.95,1.63,2.1,1.41,1.29,1.57,1.08,0.92,1.41,1.14,2.55,1.97,7.0,2.17,1.32,2.98,1.58,2.28,2.02,1.74,2.7,1.43,3.65,1.22
France Ligue 1,2024-02-16,17:00:00,22,Olympique Lyonnais,Nice,3.4,2.05,3.5,2.7,3.2,2.7,1.5,2.5,1.09,9.6,1.38,3.0,2.1,1.67,1.91,1.91,1.44,1.32,1.47,1.09,1.5,1.62,1.39,3.01,1.92,7.0,2.18,1.35,2.75,1.65,2.07,2.07,1.65,2.65,1.38,3.6,1.21
Italy Serie A,2024-02-16,17:00:00,25,Inter Milan,Salernitana,1.5,3.0,11.0,1.15,8.0,21.0,1.22,4.0,1.02,26.0,1.12,6.5,1.35,2.87,2.05,1.7,1.02,1.09,5.0,2.55,0.55,1.78,0.91,2.69,1.16,13.0,7.5,1.2,3.75,1.38,2.65,1.66,2.05,2.06,1.66,2.6,1.38
England Championship,2024-02-16,17:00:00,33,West Bromwich Albion,Southampton,3.75,2.2,2.88,3.25,3.4,2.2,1.4,2.75,1.05,11.0,1.3,3.6,1.85,1.87,1.73,2.0,1.7,1.28,1.35,2.25,1.81,1.41,1.59,3.0,2.2,8.5,1.83,1.1,5.5,1.23,3.85,1.42,2.7,1.73,2.04,2.18,1.63
Spain La Liga,2024-02-16,17:00:00,25,Villarreal,Getafe CF,2.75,2.2,4.0,2.05,3.4,3.5,1.4,2.75,1.06,10.5,1.3,3.45,1.83,1.91,1.8,1.95,1.29,1.29,1.73,1.0,0.75,1.47,1.29,2.76,1.68,7.5,2.55,1.3,2.9,1.58,2.17,1.97,1.73,2.5,1.43,3.35,1.24
Portugal Liga NOS,2024-02-16,17:15:00,22,Famalicão,Rio Ave FC,0.0,0.0,0.0,2.1,3.34,3.58,0.0,0.0,0.0,0.0,0.0,0.0,2.23,1.66,0.0,0.0,0.0,0.0,0.0,1.33,0.5,1.36,1.08,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
