League,Date,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Croatia Prva HNL,2023-04-26 10:00:00,31,Osijek,Istra 1961,1.83,3.4,4.0,0.0,0.0,0.0,0.0,2.35,1.57,0.0,0.0,2.1,1.67,1.15,1.25,2.0,1.67,1.0,1.89,1.09,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-26 11:00:00,2,Radnički Kragujevac,Vojvodina,2.75,3.2,2.35,1.03,8.0,1.33,2.93,2.11,1.7,1.48,2.5,1.81,1.85,1.48,1.31,1.42,1.4,1.4,1.42,1.3,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-26 11:00:00,2,Novi Pazar,Voždovac,1.76,3.45,4.2,1.03,8.4,1.31,3.04,2.05,1.7,1.43,2.65,1.86,1.8,1.2,1.27,1.92,2.0,1.13,1.76,1.09,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26 11:00:00,4,Monastir,Club Africain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.82,1.39,1.18,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26 11:00:00,5,CA Bizertin,Hammam-Sousse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.0,0.99,0.64,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26 11:00:00,5,EO Sidi Bouzid,AS Slimane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.0,1.52,1.08,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-04-26 11:00:00,27,Ghazl El Mehalla,Smouha SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.5,1.42,1.19,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia Ligue 1,2023-04-26 11:00:00,5,Stade Tunisien,Métlaoui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,1.33,1.58,0.77,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League,2023-04-26 12:00:00,6,Volos NFC,Panathinaikos,9.3,4.8,1.25,1.02,15.0,1.2,4.33,1.59,1.99,1.31,3.1,2.1,1.67,3.5,1.15,1.03,1.06,2.25,1.08,1.22,2.3,6.15,10.0,1.19,1.44,1.83,2.41,3.3,0.0
Croatia Prva HNL,2023-04-26 12:05:00,31,Dinamo Zagreb,Varaždin,1.25,5.0,10.0,0.0,0.0,0.0,0.0,1.62,2.25,0.0,0.0,2.1,1.67,0.0,1.09,3.4,2.73,1.27,2.18,1.39,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2023-04-26 12:30:00,29,Zbrojovka Brno,České Budějovice,2.02,3.45,3.0,1.05,9.25,1.25,3.6,1.84,2.0,1.38,2.8,1.65,2.15,1.34,1.32,1.61,1.07,1.0,1.46,1.24,2.7,0.0,0.0,0.0,0.0,0.0,1.54,1.83,2.27
Czech Republic First League,2023-04-26 12:30:00,29,Zlín,Bohemians 1905,2.5,3.2,2.44,1.06,8.0,1.29,3.5,1.89,1.95,1.38,2.8,1.6,2.26,1.57,1.32,1.36,1.14,1.86,1.65,1.51,3.16,0.0,0.0,0.0,0.0,0.0,1.7,2.09,0.0
Czech Republic First League,2023-04-26 12:30:00,29,Jablonec,Sigma Olomouc,2.41,3.25,2.52,1.06,8.0,1.29,3.5,1.89,1.95,1.39,2.8,1.68,2.1,1.28,1.25,1.63,1.43,1.43,1.67,1.51,3.18,0.0,0.0,0.0,0.0,0.0,1.68,1.98,0.0
Czech Republic First League,2023-04-26 12:30:00,29,Hradec Králové,Slovan Liberec,2.31,3.25,2.64,1.08,7.0,1.39,2.75,2.12,1.75,1.47,2.45,1.9,1.78,1.3,1.35,1.6,1.21,1.07,1.57,1.27,2.84,0.0,0.0,0.0,0.0,0.0,1.61,2.0,2.41
Greece Super League,2023-04-26 13:00:00,6,Aris,Olympiakos Piraeus,3.65,3.35,1.83,1.07,9.0,1.36,3.1,1.99,1.59,1.44,2.55,1.91,1.8,1.83,1.3,1.22,1.93,1.93,1.62,1.61,3.23,2.1,7.5,1.95,1.44,1.88,2.38,3.3,0.0
Egypt Egyptian Premier League,2023-04-26 13:00:00,27,Aswan FC,Al Masry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.33,1.36,1.3,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-04-26 13:00:00,24,El Geish,Ghazl El Mehalla,1.91,3.3,4.34,1.06,6.6,1.45,2.48,2.35,1.53,1.53,2.41,2.16,1.62,1.18,1.29,1.68,1.09,0.92,1.34,1.17,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria Bundesliga,2023-04-26 13:30:00,5,Sturm Graz,Austria Wien,1.75,3.6,4.2,0.0,0.0,0.0,0.0,1.73,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,1.31,1.61,1.11,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-26 13:30:00,2,Mladost Lučani,Napredak,2.26,3.05,3.0,0.0,0.0,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.67,1.09,1.22,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia SuperLiga,2023-04-26 13:30:00,2,Partizan,Red Star Belgrade,3.35,3.25,2.04,1.03,8.0,1.33,2.91,2.11,1.7,1.46,2.55,1.84,1.82,1.71,1.3,1.28,1.73,2.73,2.02,2.15,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2023-04-26 14:10:00,31,Gorica,Hajduk Split,3.6,3.3,1.91,0.0,0.0,0.0,0.0,1.84,1.89,0.0,0.0,1.8,1.95,1.85,1.22,1.25,1.27,1.6,1.51,1.57,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic First League,2023-04-26 14:30:00,29,Sparta Praha,Viktoria Plzeň,1.64,3.95,3.9,1.04,14.5,1.23,4.2,1.66,2.01,1.33,3.0,1.72,1.98,1.15,1.25,2.2,2.21,1.79,2.15,1.64,3.79,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0
Spain La Liga,2023-04-26 14:30:00,31,Atlético Madrid,RCD Mallorca,1.39,4.35,7.5,1.08,8.5,1.42,2.9,2.17,1.69,1.5,2.5,2.63,1.44,1.08,1.21,2.8,2.0,1.0,1.88,1.09,2.97,1.22,11.0,5.7,1.49,1.88,2.45,3.34,4.8
Spain La Liga,2023-04-26 14:30:00,31,Getafe CF,Almería,2.02,3.35,3.5,1.08,8.0,1.38,2.95,2.22,1.59,1.5,2.5,2.0,1.75,1.28,1.36,1.73,1.33,0.29,1.19,1.21,2.4,1.66,7.5,2.6,1.43,1.76,2.2,2.9,3.95
Egypt Egyptian Premier League,2023-04-26 15:00:00,27,Coca-Cola,Pharco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.0,1.34,1.17,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League,2023-04-26 15:00:00,6,AEK Athens,PAOK,1.7,3.4,4.2,1.06,9.5,1.36,3.1,2.1,1.6,1.44,2.55,2.0,1.7,1.22,1.3,1.87,2.47,1.8,2.28,1.41,3.69,1.45,8.5,3.46,1.34,1.64,2.1,2.85,4.0
Austria Bundesliga,2023-04-26 15:30:00,5,Rapid Wien,Salzburg,4.0,3.5,1.8,0.0,0.0,0.0,0.0,1.8,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.77,1.63,1.34,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-04-26 15:30:00,19,Zamalek,Ceramica Cleopatra,2.13,2.95,3.45,0.0,0.0,0.0,0.0,2.4,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.09,1.5,1.61,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League,2023-04-26 15:30:00,33,Nottingham Forest,Brighton & Hove Albion,5.4,4.0,1.55,1.04,14.0,1.24,4.25,1.7,2.03,1.33,3.25,1.91,1.91,2.63,1.21,1.13,1.31,1.67,1.28,1.79,3.07,3.26,9.5,1.48,1.28,1.55,1.94,2.53,3.42
Switzerland Super League,2023-04-26 15:30:00,30,St. Gallen,Lugano,1.95,3.5,3.5,1.04,11.0,1.2,4.2,1.6,2.1,1.33,3.05,1.57,2.3,1.25,1.22,1.8,1.71,1.21,2.14,1.67,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland Super League,2023-04-26 15:30:00,30,Servette,Zürich,2.35,3.25,2.7,1.02,9.1,1.3,3.3,1.98,1.9,1.4,2.75,1.73,2.04,1.36,1.25,1.53,1.79,1.0,1.64,1.53,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England Premier League,2023-04-26 15:45:00,33,West Ham United,Liverpool,3.5,3.45,1.97,1.03,15.0,1.23,4.45,1.78,2.04,1.3,3.4,1.62,2.2,1.85,1.27,1.26,1.38,1.0,1.56,1.66,3.22,2.6,9.0,1.69,1.28,1.54,1.94,2.53,3.42
England Premier League,2023-04-26 15:45:00,33,Chelsea,Brentford,1.7,3.65,4.6,1.06,11.0,1.31,3.6,2.03,1.85,1.4,2.75,1.95,1.8,1.17,1.26,2.24,1.44,1.0,1.57,1.24,2.81,1.45,9.6,3.4,1.27,1.53,1.93,2.5,3.34
England Championship,2023-04-26 16:00:00,38,Sheffield United,West Bromwich Albion,2.23,3.36,3.26,1.07,9.55,1.36,3.15,2.13,1.72,1.48,2.7,1.9,1.9,1.35,1.3,1.68,2.14,1.24,1.97,1.4,3.37,1.56,10.0,2.93,1.13,1.28,1.58,1.93,2.35
England Premier League,2023-04-26 16:00:00,33,Manchester City,Arsenal,1.56,4.1,5.1,1.03,17.0,1.2,4.9,1.67,2.08,1.29,3.5,1.67,2.1,1.13,1.2,2.27,2.67,2.25,2.11,1.66,3.77,1.43,9.9,3.48,1.25,1.5,1.88,2.39,3.2
Colombia Categoria Primera A,2023-04-26 16:00:00,16,Once Caldas,Boyacá Chicó,2.13,3.2,3.66,1.07,9.0,1.38,3.0,2.43,1.55,1.44,2.6,1.85,1.9,1.34,1.29,1.43,0.86,0.83,1.59,0.98,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain La Liga,2023-04-26 17:00:00,31,Celta de Vigo,Elche CF,1.42,4.5,6.6,1.04,13.0,1.28,3.75,1.86,2.04,1.36,3.0,2.1,1.67,1.09,1.21,2.9,1.33,0.4,1.68,0.96,2.64,1.3,9.5,4.5,1.4,1.65,2.04,2.63,3.5
Spain La Liga,2023-04-26 17:00:00,31,Rayo Vallecano,FC Barcelona,4.35,3.8,1.7,1.05,12.0,1.3,3.6,1.89,1.91,1.4,2.75,1.8,1.95,2.04,1.27,1.22,1.53,2.47,1.83,1.58,3.41,2.66,9.0,1.67,1.34,1.65,2.12,2.81,3.88
Argentina Prim B Nacional,2023-04-26 18:00:00,10,Patronato,Almirante Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,1.75,0.83,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-04-26 18:10:00,16,Deportes Tolima,Jaguares de Córdoba,1.69,3.68,5.25,1.05,10.0,1.33,3.25,2.2,1.67,1.42,2.65,2.0,1.75,1.14,1.26,2.3,1.86,0.29,1.94,1.03,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera A,2023-04-26 20:20:00,16,Rionegro Águilas,Santa Fe,2.05,2.97,4.36,1.07,8.5,1.38,3.0,2.2,1.68,1.46,2.5,1.9,1.78,1.26,1.28,1.75,2.71,1.0,1.73,1.39,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
